,year,divorce,happy,female,unem10
11512,2002,0,3,1,0.0
11513,2002,0,2,1,0.0
11518,2002,0,2,0,0.0
11520,2002,0,3,0,0.0
11521,2002,0,2,0,0.0
11522,2002,1,2,1,0.0
11523,2002,0,2,0,0.0
11525,2002,0,1,0,0.0
11526,2002,0,3,0,0.0
11528,2002,0,1,1,0.0
11530,2002,0,1,1,1.0
11532,2002,0,2,1,0.0
11540,2002,0,2,1,0.0
11541,2002,1,2,1,0.0
11551,2002,1,1,0,1.0
11552,2002,0,2,0,0.0
11554,2002,1,2,1,0.0
11555,2002,0,3,1,0.0
11556,2002,0,2,1,0.0
11557,2002,1,3,0,0.0
11558,2002,0,1,1,1.0
11566,2002,0,2,1,1.0
11577,2002,0,2,1,0.0
11580,2002,0,2,1,0.0
11581,2002,0,3,1,0.0
11582,2002,1,1,0,1.0
11585,2002,0,2,1,0.0
11588,2002,0,2,1,0.0
11589,2002,1,1,0,1.0
11592,2002,0,3,0,0.0
11594,2002,0,3,1,0.0
11596,2002,0,2,1,0.0
11597,2002,0,2,0,0.0
11599,2002,1,2,0,0.0
11600,2002,0,2,1,0.0
11601,2002,0,3,0,0.0
11604,2002,0,3,1,0.0
11611,2002,0,3,0,1.0
11613,2002,0,2,0,0.0
11614,2002,0,2,1,1.0
11618,2002,0,2,0,1.0
11623,2002,0,2,1,0.0
11624,2002,0,3,0,0.0
11626,2002,0,3,0,0.0
11628,2002,0,2,0,0.0
11629,2002,0,2,1,1.0
11633,2002,0,1,0,1.0
11636,2002,0,3,0,1.0
11638,2002,0,2,1,0.0
11639,2002,1,2,0,0.0
11645,2002,1,2,0,0.0
11651,2002,0,2,1,1.0
11660,2002,0,3,1,0.0
11667,2002,1,2,0,1.0
11671,2002,1,3,1,1.0
11673,2002,0,2,1,0.0
11679,2002,0,1,1,1.0
11681,2002,1,3,0,0.0
11684,2002,0,2,1,1.0
11686,2002,1,3,1,0.0
11691,2002,0,2,1,0.0
11693,2002,0,2,1,0.0
11695,2002,0,2,1,0.0
11696,2002,0,2,1,1.0
11698,2002,0,2,0,0.0
11700,2002,0,2,1,1.0
11702,2002,1,1,0,1.0
11706,2002,0,2,0,0.0
11710,2002,0,3,1,0.0
11711,2002,0,3,0,0.0
11713,2002,0,2,0,0.0
11714,2002,0,3,0,0.0
11715,2002,1,2,0,1.0
11717,2002,0,3,0,0.0
11718,2002,0,3,0,1.0
11721,2002,0,2,0,0.0
11722,2002,0,2,1,0.0
11723,2002,0,2,0,0.0
11724,2002,0,3,1,1.0
11727,2002,0,3,0,0.0
11729,2002,0,3,1,0.0
11735,2002,0,2,1,0.0
11740,2002,0,2,1,1.0
11741,2002,0,3,0,0.0
11745,2002,0,3,0,0.0
11748,2002,0,2,1,0.0
11750,2002,1,3,1,0.0
11751,2002,1,2,1,0.0
11752,2002,0,3,0,1.0
11756,2002,1,2,0,0.0
11758,2002,0,2,1,0.0
11760,2002,0,3,1,0.0
11761,2002,1,2,1,0.0
11762,2002,1,2,1,0.0
11768,2002,0,2,1,0.0
11770,2002,0,3,1,0.0
11773,2002,0,2,1,0.0
11774,2002,0,2,0,0.0
11776,2002,0,3,0,0.0
11779,2002,0,1,0,0.0
11780,2002,0,3,1,0.0
11781,2002,0,2,0,0.0
11783,2002,0,2,1,0.0
11789,2002,0,2,0,0.0
11790,2002,0,2,1,0.0
11792,2002,1,2,1,1.0
11794,2002,0,2,0,0.0
11801,2002,0,3,1,0.0
11805,2002,0,2,1,0.0
11809,2002,0,3,0,0.0
11815,2002,0,2,0,0.0
11817,2002,0,3,1,0.0
11821,2002,1,3,1,0.0
11826,2002,0,3,1,0.0
11827,2002,1,3,0,0.0
11828,2002,0,3,1,0.0
11832,2002,1,3,1,0.0
11833,2002,1,2,1,0.0
11834,2002,0,3,1,0.0
11836,2002,0,1,0,0.0
11840,2002,0,2,0,0.0
11842,2002,0,3,0,0.0
11845,2002,0,2,1,0.0
11846,2002,1,2,1,0.0
11847,2002,0,2,1,0.0
11850,2002,0,2,0,0.0
11852,2002,0,3,1,0.0
11859,2002,0,2,1,0.0
11860,2002,0,3,0,0.0
11862,2002,0,3,1,1.0
11863,2002,0,2,0,0.0
11865,2002,0,3,1,0.0
11866,2002,0,3,0,1.0
11871,2002,0,3,1,0.0
11874,2002,0,3,1,0.0
11878,2002,0,3,1,1.0
11883,2002,1,3,0,0.0
11884,2002,0,2,0,0.0
11890,2002,0,2,1,0.0
11894,2002,1,3,1,0.0
11896,2002,0,2,1,0.0
11898,2002,1,2,1,0.0
11899,2002,0,2,1,0.0
11900,2002,1,2,1,0.0
11901,2002,0,2,0,0.0
11903,2002,0,3,1,0.0
11905,2002,0,2,1,0.0
11906,2002,0,2,0,0.0
11909,2002,0,2,0,1.0
11910,2002,0,1,1,0.0
11911,2002,1,3,1,0.0
11915,2002,1,2,1,1.0
11919,2002,0,2,0,0.0
11920,2002,0,2,0,0.0
11925,2002,1,3,1,0.0
11926,2002,0,2,1,0.0
11927,2002,0,2,0,0.0
11934,2002,0,2,1,0.0
11941,2002,0,2,0,0.0
11954,2002,0,3,1,0.0
11959,2002,0,2,0,0.0
11960,2002,0,2,0,0.0
11963,2002,0,3,0,1.0
11966,2002,1,2,0,0.0
11969,2002,1,3,0,0.0
11971,2002,0,1,1,1.0
11972,2002,1,3,1,0.0
11973,2002,0,2,1,1.0
11974,2002,0,2,0,0.0
11977,2002,0,2,0,0.0
11979,2002,0,2,0,0.0
11988,2002,0,3,1,1.0
11989,2002,1,3,0,0.0
11991,2002,1,3,0,0.0
11993,2002,0,3,1,1.0
11995,2002,0,2,0,0.0
11996,2002,1,2,1,0.0
11998,2002,0,3,1,0.0
11999,2002,1,3,0,0.0
12001,2002,0,2,1,0.0
12002,2002,0,2,0,0.0
12006,2002,0,2,1,0.0
12012,2002,0,1,1,0.0
12015,2002,1,2,1,0.0
12017,2002,0,2,1,0.0
12018,2002,0,2,0,0.0
12019,2002,0,2,0,0.0
12021,2002,1,2,0,0.0
12023,2002,0,2,1,0.0
12025,2002,1,1,1,0.0
12031,2002,0,2,0,0.0
12033,2002,0,2,0,1.0
12034,2002,0,2,1,0.0
12036,2002,0,2,0,0.0
12037,2002,1,3,0,0.0
12038,2002,0,2,1,1.0
12041,2002,0,2,1,0.0
12044,2002,0,2,1,1.0
12046,2002,0,2,1,0.0
12048,2002,1,2,0,0.0
12059,2002,0,3,1,1.0
12066,2002,0,2,1,0.0
12067,2002,1,2,0,0.0
12068,2002,0,2,0,0.0
12071,2002,1,3,0,1.0
12072,2002,0,2,0,0.0
12074,2002,0,2,0,0.0
12076,2002,0,3,0,0.0
12081,2002,1,2,1,0.0
12090,2002,1,2,0,0.0
12097,2002,0,3,0,0.0
12100,2002,1,2,1,0.0
12101,2002,0,2,0,0.0
12109,2002,0,2,1,1.0
12115,2002,1,3,1,1.0
12118,2002,0,3,0,0.0
12123,2002,0,2,0,0.0
12128,2002,0,1,1,0.0
12129,2002,1,3,1,0.0
12130,2002,1,3,1,0.0
12132,2002,0,2,1,0.0
12135,2002,1,2,0,0.0
12136,2002,1,3,0,1.0
12137,2002,0,3,0,0.0
12139,2002,0,1,1,1.0
12141,2002,0,3,0,0.0
12142,2002,0,2,1,0.0
12144,2002,0,3,1,0.0
12148,2002,1,1,1,1.0
12151,2002,1,1,1,0.0
12152,2002,1,2,0,1.0
12156,2002,0,2,1,0.0
12158,2002,0,2,1,1.0
12163,2002,0,2,0,1.0
12165,2002,0,1,0,0.0
12172,2002,0,3,1,1.0
12175,2002,1,2,0,0.0
12178,2002,0,3,0,1.0
12181,2002,0,3,1,0.0
12186,2002,0,2,1,0.0
12187,2002,1,3,1,0.0
12188,2002,0,2,1,0.0
12199,2002,0,2,0,0.0
12200,2002,1,2,0,1.0
12203,2002,0,1,1,1.0
12207,2002,1,2,0,0.0
12210,2002,0,3,1,0.0
12211,2002,0,2,1,1.0
12212,2002,0,2,1,0.0
12213,2002,1,3,0,0.0
12215,2002,0,2,1,1.0
12216,2002,1,2,0,1.0
12221,2002,0,1,0,1.0
12223,2002,1,1,1,1.0
12226,2002,1,3,1,0.0
12228,2002,0,2,1,0.0
12233,2002,0,2,1,0.0
12235,2002,1,1,1,1.0
12237,2002,0,3,0,0.0
12239,2002,0,3,1,0.0
12247,2002,1,1,0,1.0
12249,2002,0,3,1,0.0
12251,2002,0,3,0,0.0
12252,2002,0,3,0,0.0
12253,2002,0,2,1,1.0
12255,2002,0,3,1,0.0
12256,2002,0,3,0,0.0
12258,2002,1,3,0,0.0
12259,2002,0,3,1,0.0
12262,2002,1,2,0,0.0
12273,2002,0,2,1,0.0
12274,2002,0,2,1,0.0
12276,2002,0,2,1,0.0
12277,2002,0,3,1,1.0
12280,2002,0,3,1,0.0
12281,2002,0,1,1,0.0
12283,2002,1,3,1,0.0
12284,2002,0,2,1,1.0
12286,2002,0,3,1,0.0
12296,2002,0,2,1,1.0
12298,2002,0,2,0,0.0
12301,2002,0,2,1,0.0
12304,2002,0,3,0,0.0
12307,2002,0,2,1,0.0
12309,2002,0,2,1,0.0
12328,2002,1,3,1,0.0
12334,2002,0,3,1,0.0
12336,2002,0,2,0,0.0
12338,2002,1,3,1,1.0
12342,2002,0,3,1,0.0
12345,2002,0,2,0,0.0
12347,2002,0,2,1,0.0
12348,2002,0,1,0,1.0
12349,2002,1,2,0,0.0
12353,2002,0,3,0,0.0
12356,2002,0,2,1,0.0
12357,2002,0,3,1,1.0
12358,2002,0,2,1,0.0
12361,2002,0,3,0,0.0
12364,2002,1,3,1,0.0
12367,2002,0,2,0,0.0
12368,2002,1,2,0,0.0
12371,2002,0,3,0,0.0
12372,2002,0,2,1,0.0
12379,2002,0,3,0,0.0
12387,2002,0,3,1,0.0
12390,2002,0,2,1,1.0
12391,2002,0,3,1,1.0
12396,2002,0,3,1,1.0
12404,2002,0,3,0,0.0
12415,2002,0,3,1,1.0
12417,2002,0,3,0,0.0
12421,2002,0,2,1,0.0
12422,2002,1,2,0,0.0
12425,2002,0,2,0,0.0
12426,2002,0,3,1,0.0
12431,2002,0,2,1,0.0
12433,2002,1,3,0,0.0
12434,2002,0,3,1,0.0
12435,2002,0,2,0,0.0
12441,2002,0,2,0,0.0
12444,2002,0,2,0,0.0
12446,2002,1,2,0,0.0
12451,2002,1,2,1,0.0
12455,2002,0,3,1,0.0
12456,2002,1,2,1,1.0
12459,2002,1,2,1,0.0
12460,2002,0,2,1,0.0
12463,2002,1,2,1,0.0
12468,2002,0,3,1,0.0
12469,2002,0,2,0,0.0
12470,2002,0,2,0,0.0
12471,2002,1,2,1,1.0
12474,2002,0,2,1,0.0
12476,2002,0,2,1,0.0
12477,2002,0,3,1,0.0
12478,2002,0,2,0,0.0
12480,2002,0,2,1,1.0
12484,2002,0,3,1,0.0
12486,2002,1,3,0,0.0
12489,2002,0,3,1,0.0
12492,2002,0,3,1,0.0
12493,2002,0,2,0,0.0
12495,2002,1,2,0,0.0
12499,2002,0,3,0,0.0
12501,2002,1,2,0,0.0
12506,2002,0,2,0,0.0
12507,2002,0,3,0,1.0
12508,2002,0,3,0,0.0
12511,2002,0,3,1,0.0
12512,2002,0,2,1,1.0
12514,2002,1,2,1,0.0
12516,2002,0,2,1,0.0
12517,2002,1,1,1,0.0
12518,2002,0,3,0,0.0
12519,2002,0,3,1,1.0
12523,2002,0,3,1,0.0
12524,2002,0,2,0,0.0
12525,2002,0,2,1,1.0
12526,2002,0,3,0,0.0
12530,2002,0,3,1,0.0
12531,2002,0,2,0,0.0
12533,2002,1,2,1,1.0
12536,2002,1,3,1,0.0
12537,2002,1,3,0,0.0
12539,2002,0,3,0,1.0
12541,2002,0,3,0,0.0
12544,2002,0,2,1,0.0
12545,2002,0,2,1,0.0
12546,2002,1,3,0,0.0
12547,2002,0,2,0,0.0
12548,2002,0,2,1,0.0
12553,2002,0,3,0,1.0
12557,2002,0,3,0,0.0
12558,2002,0,1,1,0.0
12560,2002,0,2,0,1.0
12562,2002,1,2,0,0.0
12571,2002,0,2,1,0.0
12574,2002,0,2,1,1.0
12576,2002,0,2,1,0.0
12579,2002,1,3,1,1.0
12582,2002,0,3,0,1.0
12583,2002,1,2,0,0.0
12585,2002,0,3,0,0.0
12586,2002,0,3,1,0.0
12587,2002,1,2,0,0.0
12589,2002,0,2,0,0.0
12601,2002,0,2,1,0.0
12603,2002,1,3,0,1.0
12604,2002,0,2,0,0.0
12606,2002,1,3,0,0.0
12609,2002,1,3,1,0.0
12611,2002,0,2,1,0.0
12612,2002,0,3,1,0.0
12613,2002,0,3,0,0.0
12615,2002,0,2,1,0.0
12616,2002,1,2,0,0.0
12618,2002,0,2,0,1.0
12619,2002,0,3,1,0.0
12621,2002,1,2,0,0.0
12629,2002,1,2,0,0.0
12631,2002,0,3,1,0.0
12635,2002,0,3,0,0.0
12636,2002,0,2,1,1.0
12645,2002,0,2,1,0.0
12647,2002,0,3,0,0.0
12649,2002,0,2,1,1.0
12651,2002,0,3,0,0.0
12654,2002,1,2,0,0.0
12656,2002,0,2,1,0.0
12660,2002,0,2,1,1.0
12661,2002,0,3,0,0.0
12663,2002,0,2,1,0.0
12665,2002,1,2,1,0.0
12666,2002,1,2,0,1.0
12670,2002,1,1,1,0.0
12671,2002,0,3,1,1.0
12674,2002,0,2,1,0.0
12675,2002,0,1,1,0.0
12676,2002,1,3,1,0.0
12679,2002,0,3,1,0.0
12680,2002,0,3,1,0.0
12685,2002,0,3,1,0.0
12689,2002,0,1,1,0.0
12690,2002,0,2,1,0.0
12692,2002,1,3,1,0.0
12695,2002,0,2,1,0.0
12696,2002,1,2,0,0.0
12698,2002,1,2,0,0.0
12699,2002,0,2,1,0.0
12702,2002,0,3,1,0.0
12704,2002,1,3,1,0.0
12721,2002,1,2,1,0.0
12723,2002,0,2,0,0.0
12724,2002,0,2,0,1.0
12726,2002,0,2,1,0.0
12729,2002,0,3,1,0.0
12733,2002,0,3,0,0.0
12734,2002,0,2,0,1.0
12738,2002,0,2,0,0.0
12740,2002,0,3,0,1.0
12742,2002,1,2,0,0.0
12743,2002,0,2,1,0.0
12744,2002,1,3,0,0.0
12746,2002,0,2,1,0.0
12748,2002,0,1,1,0.0
12749,2002,0,2,1,0.0
12750,2002,0,3,0,0.0
12751,2002,1,2,1,0.0
12752,2002,0,3,1,0.0
12753,2002,0,3,0,1.0
12756,2002,0,2,1,0.0
12757,2002,1,3,1,0.0
12760,2002,0,3,1,0.0
12771,2002,0,2,0,1.0
12773,2002,0,3,0,0.0
12774,2002,0,1,0,1.0
12780,2002,0,2,1,0.0
12787,2002,0,2,1,0.0
12789,2002,0,3,0,0.0
12801,2002,1,2,0,0.0
12802,2002,0,2,1,0.0
12803,2002,0,2,1,0.0
12807,2002,0,2,1,0.0
12809,2002,0,1,1,1.0
12811,2002,1,3,0,0.0
12813,2002,0,3,0,0.0
12818,2004,0,1,0,1.0
12824,2004,0,3,0,0.0
12826,2004,1,3,0,1.0
12831,2004,0,1,1,1.0
12832,2004,0,3,0,0.0
12837,2004,0,2,1,0.0
12840,2004,0,2,0,0.0
12841,2004,0,2,1,0.0
12842,2004,0,2,1,0.0
12846,2004,0,2,0,0.0
12848,2004,0,1,0,1.0
12858,2004,0,3,1,0.0
12859,2004,0,3,0,1.0
12867,2004,0,3,0,0.0
12868,2004,0,2,0,0.0
12870,2004,0,3,0,0.0
12872,2004,0,2,1,0.0
12874,2004,1,2,0,0.0
12876,2004,0,3,1,0.0
12882,2004,0,2,1,0.0
12884,2004,0,2,1,0.0
12887,2004,0,2,1,0.0
12888,2004,0,3,0,0.0
12891,2004,0,3,0,0.0
12893,2004,0,1,0,0.0
12897,2004,0,3,0,1.0
12899,2004,0,3,0,0.0
12902,2004,1,2,0,0.0
12903,2004,1,1,1,1.0
12906,2004,0,3,1,1.0
12907,2004,0,2,1,0.0
12911,2004,0,3,0,0.0
12917,2004,0,2,1,0.0
12919,2004,0,1,1,1.0
12923,2004,0,3,1,0.0
12931,2004,0,3,1,0.0
12934,2004,0,2,1,0.0
12935,2004,0,3,1,1.0
12941,2004,0,3,1,0.0
12942,2004,0,3,1,0.0
12944,2004,0,3,1,0.0
12945,2004,0,2,1,0.0
12947,2004,0,1,0,0.0
12948,2004,0,2,1,0.0
12949,2004,0,2,1,0.0
12950,2004,0,3,1,1.0
12952,2004,0,3,1,0.0
12954,2004,1,1,1,0.0
12957,2004,0,1,1,1.0
12958,2004,0,1,1,0.0
12959,2004,0,3,0,0.0
12964,2004,0,2,1,0.0
12966,2004,1,3,1,1.0
12967,2004,1,2,1,1.0
12968,2004,0,2,0,0.0
12970,2004,0,3,1,0.0
12971,2004,1,3,1,1.0
12972,2004,0,3,1,0.0
12975,2004,0,2,1,0.0
12976,2004,0,2,0,0.0
12977,2004,1,3,1,0.0
12980,2004,1,3,0,0.0
12981,2004,0,1,1,0.0
12984,2004,0,2,0,0.0
12988,2004,0,2,1,0.0
12997,2004,1,2,0,0.0
12999,2004,0,2,1,0.0
13002,2004,0,2,0,0.0
13006,2004,0,2,1,1.0
13008,2004,0,1,0,1.0
13013,2004,0,1,1,0.0
13018,2004,1,2,0,0.0
13033,2004,0,2,1,1.0
13037,2004,0,1,1,0.0
13043,2004,1,2,1,0.0
13044,2004,0,2,1,0.0
13046,2004,0,2,1,1.0
13049,2004,0,3,0,0.0
13051,2004,0,3,0,1.0
13052,2004,0,2,1,0.0
13053,2004,0,2,1,0.0
13054,2004,0,3,0,1.0
13056,2004,1,3,1,0.0
13060,2004,0,3,0,0.0
13061,2004,0,2,0,0.0
13068,2004,0,3,1,0.0
13069,2004,0,2,0,0.0
13075,2004,0,2,0,1.0
13078,2004,1,2,1,0.0
13080,2004,0,3,1,0.0
13081,2004,0,1,0,1.0
13084,2004,0,3,1,1.0
13087,2004,0,3,0,1.0
13089,2004,0,3,0,0.0
13090,2004,0,2,0,0.0
13092,2004,1,1,0,1.0
13096,2004,0,2,1,0.0
13101,2004,0,1,0,0.0
13105,2004,0,3,1,0.0
13106,2004,0,2,0,0.0
13114,2004,0,2,1,0.0
13120,2004,1,2,0,0.0
13122,2004,0,2,1,1.0
13124,2004,0,2,0,0.0
13129,2004,0,2,0,1.0
13130,2004,0,1,0,1.0
13136,2004,1,3,0,1.0
13139,2004,0,3,1,0.0
13140,2004,1,3,1,0.0
13141,2004,0,2,0,0.0
13143,2004,1,3,1,0.0
13144,2004,0,3,1,0.0
13145,2004,0,2,0,0.0
13153,2004,1,3,0,1.0
13154,2004,1,3,0,0.0
13158,2004,1,3,1,0.0
13167,2004,0,2,0,0.0
13168,2004,0,3,0,0.0
13170,2004,1,2,1,1.0
13173,2004,0,3,0,0.0
13178,2004,0,2,0,0.0
13179,2004,0,2,0,0.0
13184,2004,0,2,1,0.0
13185,2004,1,3,0,0.0
13189,2004,0,2,1,1.0
13191,2004,1,2,0,1.0
13192,2004,0,2,0,0.0
13195,2004,0,2,0,0.0
13204,2004,0,2,0,0.0
13206,2004,0,1,1,0.0
13209,2004,0,2,1,0.0
13210,2004,0,2,1,0.0
13212,2004,1,3,0,1.0
13215,2004,0,3,0,1.0
13216,2004,1,3,1,0.0
13217,2004,0,3,1,0.0
13218,2004,0,2,1,0.0
13230,2004,0,3,1,0.0
13231,2004,0,2,0,0.0
13233,2004,0,2,1,0.0
13237,2004,0,2,0,0.0
13238,2004,1,3,0,0.0
13239,2004,0,3,1,0.0
13241,2004,0,2,0,0.0
13245,2004,0,2,0,1.0
13247,2004,0,2,1,1.0
13253,2004,0,1,0,0.0
13254,2004,1,3,0,0.0
13257,2004,0,3,0,0.0
13260,2004,0,1,1,0.0
13261,2004,0,2,0,0.0
13262,2004,0,3,1,0.0
13264,2004,0,3,0,0.0
13267,2004,0,3,1,0.0
13268,2004,0,1,1,0.0
13271,2004,0,2,0,0.0
13272,2004,0,3,1,0.0
13275,2004,0,3,0,0.0
13278,2004,0,2,0,0.0
13279,2004,0,2,0,1.0
13283,2004,0,3,0,0.0
13291,2004,0,3,0,0.0
13295,2004,0,3,0,0.0
13305,2004,0,1,1,0.0
13306,2004,0,2,0,0.0
13307,2004,0,3,1,0.0
13308,2004,1,2,0,0.0
13309,2004,0,2,0,1.0
13310,2004,1,3,1,1.0
13313,2004,1,3,1,0.0
13314,2004,0,2,1,0.0
13316,2004,1,3,1,1.0
13317,2004,0,3,1,1.0
13318,2004,0,2,1,0.0
13319,2004,0,2,1,0.0
13320,2004,1,2,1,0.0
13323,2004,0,2,0,0.0
13325,2004,1,3,1,0.0
13333,2004,0,2,0,0.0
13334,2004,0,3,1,0.0
13335,2004,0,2,1,0.0
13336,2004,0,3,1,0.0
13337,2004,0,3,0,0.0
13338,2004,1,1,1,1.0
13342,2004,1,3,1,1.0
13343,2004,0,1,1,0.0
13348,2004,0,3,1,0.0
13350,2004,0,3,0,0.0
13351,2004,0,3,1,0.0
13355,2004,1,2,0,1.0
13359,2004,0,2,1,1.0
13361,2004,0,3,1,0.0
13363,2004,1,2,1,0.0
13364,2004,0,2,1,0.0
13365,2004,0,2,1,1.0
13369,2004,1,2,1,0.0
13371,2004,0,3,1,1.0
13375,2004,0,2,0,0.0
13376,2004,1,2,0,0.0
13384,2004,1,3,1,0.0
13385,2004,0,2,0,0.0
13388,2004,1,1,0,1.0
13389,2004,0,3,1,0.0
13391,2004,0,3,1,0.0
13392,2004,0,2,1,0.0
13398,2004,0,2,1,0.0
13401,2004,1,3,0,0.0
13403,2004,0,2,1,0.0
13404,2004,0,2,1,1.0
13406,2004,0,2,0,0.0
13409,2004,0,2,0,0.0
13410,2004,0,3,0,1.0
13411,2004,0,2,1,0.0
13412,2004,0,3,1,0.0
13415,2004,0,2,1,0.0
13420,2004,0,3,1,0.0
13424,2004,0,2,0,0.0
13425,2004,0,2,1,0.0
13426,2004,1,3,1,0.0
13428,2004,0,3,1,0.0
13431,2004,0,3,0,0.0
13432,2004,0,2,1,0.0
13436,2004,0,2,1,0.0
13438,2004,1,1,1,0.0
13441,2004,0,3,0,0.0
13443,2004,1,2,1,0.0
13444,2004,0,2,1,1.0
13452,2004,0,3,1,0.0
13453,2004,0,2,1,0.0
13455,2004,0,2,0,1.0
13456,2004,1,2,1,0.0
13457,2004,0,1,0,0.0
13459,2004,0,2,0,0.0
13460,2004,0,2,0,0.0
13462,2004,1,3,0,1.0
13463,2004,0,3,1,0.0
13465,2004,0,1,0,1.0
13472,2004,0,2,1,0.0
13475,2004,0,2,0,0.0
13477,2004,0,3,0,0.0
13479,2004,0,2,0,0.0
13482,2004,0,2,1,1.0
13487,2004,1,2,0,0.0
13489,2004,0,2,1,0.0
13491,2004,1,2,1,0.0
13492,2004,1,2,0,0.0
13493,2004,0,1,0,0.0
13494,2004,0,3,1,0.0
13502,2004,0,3,1,0.0
13507,2004,1,2,1,1.0
13511,2004,0,1,1,1.0
13514,2004,0,1,0,0.0
13516,2004,0,1,0,1.0
13517,2004,0,2,0,0.0
13519,2004,1,2,1,0.0
13520,2004,0,3,0,0.0
13522,2004,0,3,0,0.0
13523,2004,1,3,1,0.0
13524,2004,1,2,0,0.0
13525,2004,0,2,1,0.0
13527,2004,1,2,0,0.0
13528,2004,1,2,0,0.0
13531,2004,0,3,1,0.0
13532,2004,0,3,0,0.0
13533,2004,0,3,0,0.0
13535,2004,1,3,1,1.0
13536,2004,0,2,1,1.0
13540,2004,0,2,0,0.0
13541,2004,1,3,0,0.0
13542,2004,0,2,1,0.0
13544,2004,0,2,0,0.0
13550,2004,0,2,1,0.0
13553,2004,0,2,1,0.0
13569,2004,0,3,0,0.0
13579,2004,0,3,1,0.0
13584,2004,0,2,1,0.0
13587,2004,0,2,1,1.0
13590,2004,0,1,0,0.0
13593,2004,0,3,1,0.0
13596,2004,0,3,1,1.0
13597,2004,0,3,1,0.0
13600,2004,0,2,0,0.0
13601,2004,0,2,1,0.0
13606,2004,0,3,0,0.0
13609,2004,1,2,0,0.0
13610,2004,1,3,0,0.0
13612,2004,0,2,1,0.0
13619,2004,0,2,1,0.0
13620,2004,0,3,1,1.0
13624,2004,0,3,0,1.0
13626,2004,0,2,0,0.0
13627,2004,0,3,0,0.0
13631,2004,0,2,1,1.0
13637,2004,1,3,0,1.0
13638,2004,0,3,0,0.0
13641,2004,0,2,0,1.0
13643,2004,0,1,1,1.0
13644,2004,0,2,0,0.0
13647,2004,0,1,0,1.0
13648,2004,1,2,0,0.0
13651,2004,1,3,0,0.0
13652,2004,0,2,0,1.0
13655,2004,0,1,0,0.0
13657,2004,0,2,0,0.0
13661,2004,0,2,0,0.0
13662,2004,0,2,1,0.0
13667,2004,0,3,0,1.0
13668,2004,1,2,1,0.0
13670,2004,1,2,0,0.0
13675,2004,1,2,1,0.0
13676,2004,0,2,1,0.0
13677,2004,0,3,0,0.0
13680,2004,0,2,0,1.0
13683,2004,0,3,0,0.0
13684,2004,0,3,1,0.0
13685,2004,1,3,0,1.0
13689,2004,0,2,1,0.0
13695,2004,0,2,0,0.0
13698,2004,1,3,0,0.0
13699,2004,0,3,0,0.0
13701,2004,0,2,1,0.0
13702,2004,0,2,0,0.0
13703,2004,0,2,1,0.0
13707,2004,0,2,1,1.0
13712,2004,0,1,0,0.0
13714,2004,0,3,1,0.0
13715,2004,0,3,1,0.0
13730,2004,0,3,1,0.0
13731,2004,0,2,1,1.0
13734,2004,1,2,0,1.0
13735,2004,0,2,1,0.0
13737,2004,0,3,1,0.0
13742,2004,0,2,0,0.0
13745,2004,0,3,0,0.0
13750,2004,1,2,1,1.0
13752,2004,0,2,0,0.0
13758,2004,0,2,1,0.0
13759,2004,0,2,0,1.0
13763,2004,0,2,1,0.0
13764,2004,0,2,0,0.0
13765,2004,1,3,0,0.0
13766,2004,0,2,1,0.0
13767,2004,0,2,1,1.0
13769,2004,0,3,1,0.0
13770,2004,0,3,0,0.0
13772,2004,0,2,1,0.0
13775,2004,1,2,0,1.0
13777,2004,0,3,0,0.0
13778,2004,0,3,0,1.0
13780,2004,0,3,1,0.0
13781,2004,0,2,1,1.0
13782,2004,1,2,0,0.0
13785,2004,1,3,1,1.0
13789,2004,1,2,1,0.0
13794,2004,1,3,0,0.0
13795,2004,1,2,1,0.0
13796,2004,0,2,0,0.0
13799,2004,0,3,1,1.0
13800,2004,0,2,1,1.0
13802,2004,0,2,1,1.0
13805,2004,0,2,0,1.0
13808,2004,0,3,1,0.0
13809,2004,0,2,1,0.0
13810,2004,0,2,0,0.0
13811,2004,1,2,1,0.0
13812,2004,0,3,1,0.0
13819,2004,0,2,1,0.0
13821,2004,0,1,0,0.0
13822,2004,0,2,0,0.0
13824,2004,1,3,0,0.0
13826,2004,0,2,0,0.0
13829,2004,0,3,0,0.0
13830,2004,0,3,0,0.0
13836,2004,1,3,1,0.0
13837,2004,0,3,0,0.0
13840,2004,1,3,1,1.0
13844,2004,0,2,0,1.0
13845,2004,0,2,0,0.0
13846,2004,0,2,1,0.0
13849,2004,0,2,1,0.0
13854,2004,0,2,1,0.0
13857,2004,0,3,1,0.0
13858,2004,0,1,0,0.0
13859,2004,0,1,1,1.0
13860,2004,0,2,0,0.0
13865,2004,1,1,1,0.0
13870,2004,1,2,1,0.0
13872,2004,1,2,1,1.0
13876,2004,0,2,1,0.0
13878,2004,0,2,1,1.0
13879,2004,0,3,1,0.0
13880,2004,0,3,1,0.0
13886,2004,0,3,1,0.0
13888,2004,0,2,0,0.0
13895,2004,1,3,1,0.0
13897,2004,0,2,0,0.0
13898,2004,0,2,1,0.0
13901,2004,0,1,1,0.0
13902,2004,0,3,0,1.0
13903,2004,0,2,1,0.0
13905,2004,0,1,0,1.0
13906,2004,0,2,1,0.0
13909,2004,1,2,1,0.0
13910,2004,1,3,1,0.0
13911,2004,1,3,1,1.0
13912,2004,0,2,0,0.0
13915,2004,0,2,0,1.0
